ISSUEDATE,CREATEDBYTYPE,JOBTYPE,COUNTLICENSES
2016-09-23 11:51:06,Online,Application,1
2016-09-23 11:54:13,Online,Application,1
2016-09-23 11:57:19,Staff,Application,1
2016-09-23 12:00:42,Staff,Application,1
2016-09-23 12:20:27,Online,Application,1
2016-09-23 12:25:28,Online,Application,1
2016-09-23 12:27:20,Online,Application,1
2016-09-23 12:32:37,Staff,Application,1
2016-09-23 12:50:03,Staff,Application,1
2016-09-23 12:50:25,Staff,Application,1
2016-09-23 13:05:12,Online,Application,1
2016-09-23 13:05:25,Staff,Application,1
2016-09-23 13:09:05,Online,Application,1
2016-09-23 13:10:59,Staff,Application,1
2016-09-23 13:19:30,Staff,Application,1
2016-09-23 13:20:20,Staff,Application,1
2016-09-23 13:20:43,Staff,Application,1
2016-09-23 13:24:56,Online,Application,1
2016-09-23 13:32:19,Online,Application,1
2016-09-23 13:32:46,Staff,Application,1
2016-09-23 13:35:21,Online,Application,1
2016-09-23 13:45:54,Online,Application,1
2016-09-23 13:47:25,Online,Application,1
2016-09-23 13:58:55,Online,Application,1
2016-09-23 14:01:11,Online,Application,1
2016-09-23 14:01:13,Online,Application,1
2016-09-23 14:09:00,Staff,Application,1
2016-09-23 14:15:56,Staff,Application,1
2016-09-23 14:37:31,Online,Application,1
2016-09-23 14:45:58,Staff,Application,1
2016-09-23 14:47:40,Staff,Application,1
2016-09-23 14:51:08,Online,Application,1
2016-09-23 15:04:50,Online,Application,1
2016-09-23 15:06:50,Staff,Application,1
2016-09-23 15:35:04,Staff,Application,1
2016-09-23 15:40:16,Staff,Application,1
2016-09-23 15:54:02,Online,Application,1
2016-09-23 16:14:22,Online,Application,1
2016-09-24 00:00:00,Staff,Renewal,10
2016-09-24 00:42:31,Online,Application,1
2016-09-24 00:43:15,Online,Application,1
2016-09-24 12:39:58,Online,Application,1
2016-09-24 13:04:37,Online,Application,1
2016-09-24 17:36:40,Online,Application,1
2016-09-25 00:00:00,Staff,Renewal,6
2016-09-25 15:35:53,Online,Application,1
2016-09-25 17:08:09,Online,Application,1
2016-09-26 00:00:00,Online,Renewal,2
2016-09-26 00:00:00,Staff,Renewal,61
2016-09-26 08:26:39,Online,Application,1
2016-09-26 09:17:53,Staff,Application,1
2016-09-26 09:33:06,Staff,Application,1
2016-09-26 09:40:24,Online,Application,1
2016-09-26 09:52:09,Staff,Application,1
2016-09-26 09:59:00,Staff,Application,1
2016-09-26 10:24:30,Online,Application,1
2016-09-26 10:25:19,Staff,Application,1
2016-09-26 10:27:16,Staff,Application,1
2016-09-26 10:47:12,Staff,Application,1
2016-09-26 11:01:44,Staff,Application,1
2016-09-26 11:07:36,Online,Application,1
2016-09-26 11:12:15,Staff,Application,1
2016-09-26 11:12:46,Online,Application,1
2016-09-26 11:14:58,Online,Application,1
2016-09-26 11:20:15,Staff,Application,1
2016-09-26 11:27:12,Staff,Application,1
2016-09-26 11:55:54,Online,Application,1
2016-09-26 11:58:40,Online,Application,1
2016-09-26 12:00:21,Online,Application,1
2016-09-26 12:02:58,Staff,Application,1
2016-09-26 12:03:38,Staff,Application,1
2016-09-26 12:04:40,Online,Application,1
2016-09-26 12:10:48,Online,Application,1
2016-09-26 12:29:38,Online,Application,1
2016-09-26 12:34:37,Staff,Application,1
2016-09-26 12:38:15,Staff,Application,1
2016-09-26 12:47:53,Staff,Application,1
2016-09-26 12:59:40,Staff,Application,1
2016-09-26 13:01:46,Online,Application,1
2016-09-26 13:26:33,Staff,Application,1
2016-09-26 13:35:52,Staff,Application,1
2016-09-26 13:38:53,Staff,Application,1
2016-09-26 13:50:12,Staff,Application,1
2016-09-26 13:59:38,Online,Application,1
2016-09-26 14:04:36,Staff,Application,1
2016-09-26 14:05:59,Online,Application,1
2016-09-26 14:10:06,Staff,Application,1
2016-09-26 14:28:33,Staff,Application,1
2016-09-26 14:36:25,Staff,Application,1
2016-09-26 14:36:27,Online,Application,1
2016-09-26 14:55:50,Staff,Application,1
2016-09-26 15:00:34,Online,Application,1
2016-09-26 15:28:47,Staff,Application,1
2016-09-26 15:33:18,Staff,Application,1
2016-09-26 15:39:52,Staff,Application,1
2016-09-26 15:44:38,Staff,Application,1
2016-09-27 00:00:00,Staff,Renewal,101
2016-09-27 09:42:30,Online,Application,1
2016-09-27 10:03:20,Staff,Application,1
2016-09-27 10:17:06,Online,Application,1
2016-09-27 10:26:31,Staff,Application,1
2016-09-27 10:34:20,Staff,Application,1
2016-09-27 10:43:00,Staff,Application,1
2016-09-27 10:44:15,Online,Application,1
2016-09-27 10:54:33,Staff,Application,1
2016-09-27 10:56:36,Staff,Application,1
2016-09-27 11:02:25,Staff,Application,1
2016-09-27 11:06:08,Staff,Application,1
2016-09-27 11:15:21,Online,Application,1
2016-09-27 11:23:41,Staff,Application,1
2016-09-27 11:32:05,Online,Application,1
2016-09-27 11:32:07,Online,Application,1
2016-09-27 11:33:54,Online,Application,1
2016-09-27 11:39:59,Online,Application,1
2016-09-27 11:42:57,Online,Application,1
2016-09-27 11:55:12,Online,Application,1
2016-09-27 11:56:18,Staff,Application,1
2016-09-27 12:07:13,Staff,Application,1
2016-09-27 12:27:55,Online,Application,1
2016-09-27 12:33:24,Staff,Application,1
2016-09-27 12:35:13,Online,Application,1
2016-09-27 12:37:20,Online,Application,1
2016-09-27 12:41:23,Online,Application,1
2016-09-27 12:49:59,Staff,Application,1
2016-09-27 12:52:17,Staff,Application,1
2016-09-27 12:53:26,Online,Application,1
2016-09-27 12:54:31,Online,Application,1
2016-09-27 12:54:54,Staff,Application,1
2016-09-27 13:02:44,Online,Application,2
2016-09-27 13:12:26,Online,Application,1
2016-09-27 13:21:30,Staff,Application,1
2016-09-27 13:24:31,Online,Application,1
2016-09-27 13:27:19,Online,Application,1
2016-09-27 13:30:36,Staff,Application,1
2016-09-27 13:30:57,Staff,Application,1
2016-09-27 13:47:01,Staff,Application,1
2016-09-27 13:54:43,Staff,Application,1
2016-09-27 13:56:41,Online,Application,1
2016-09-27 13:59:12,Online,Application,1
2016-09-27 14:15:21,Online,Application,1
2016-09-27 14:22:58,Staff,Application,1
2016-09-27 14:36:28,Online,Application,1
2016-09-27 14:45:16,Staff,Application,1
2016-09-27 14:50:08,Staff,Application,1
2016-09-27 14:50:12,Staff,Application,1
2016-09-27 15:08:26,Staff,Application,1
2016-09-27 15:13:51,Staff,Application,1
2016-09-27 15:17:53,Staff,Application,1
2016-09-27 15:23:58,Online,Application,1
2016-09-27 15:24:58,Staff,Application,1
2016-09-27 15:26:57,Staff,Application,1
2016-09-27 15:28:01,Online,Application,1
2016-09-27 15:31:39,Online,Application,1
2016-09-27 15:32:57,Online,Application,1
2016-09-27 15:35:45,Staff,Application,1
2016-09-27 15:47:39,Online,Application,1
2016-09-27 15:48:56,Staff,Application,1
2016-09-27 15:48:59,Staff,Application,1
2016-09-27 15:55:03,Online,Application,1
2016-09-27 16:10:18,Staff,Application,1
2016-09-27 16:12:20,Staff,Application,1
2016-09-27 16:14:42,Staff,Application,1
2016-09-27 16:15:38,Online,Application,1
2016-09-27 16:15:42,Staff,Application,1
2016-09-27 16:19:08,Online,Application,1
2016-09-27 16:22:27,Online,Application,1
2016-09-27 16:36:36,Online,Application,1
2016-09-27 16:49:41,Online,Application,1
2016-09-28 00:00:00,Staff,Renewal,121
2016-09-28 00:57:01,Staff,Application,1
2016-09-28 01:03:21,Staff,Application,1
2016-09-28 01:04:41,Online,Application,1
2016-09-28 08:40:50,Staff,Application,1
2016-09-28 08:45:29,Online,Application,1
2016-09-28 09:01:17,Staff,Application,1
2016-09-28 09:23:15,Staff,Application,1
2016-09-28 09:29:21,Staff,Application,1
2016-09-28 09:43:31,Staff,Application,1
2016-09-28 09:51:20,Online,Application,1
2016-09-28 10:11:12,Online,Application,1
2016-09-28 10:11:32,Staff,Application,1
2016-09-28 10:11:35,Online,Application,1
2016-09-28 10:18:05,Staff,Application,1
2016-09-28 10:18:56,Online,Application,1
2016-09-28 10:22:07,Online,Application,1
2016-09-28 10:46:35,Staff,Application,1
2016-09-28 11:01:02,Staff,Application,1
2016-09-28 11:18:26,Online,Application,1
2016-09-28 11:20:41,Staff,Application,1
2016-09-28 11:33:00,Staff,Application,1
2016-09-28 11:35:56,Staff,Application,1
2016-09-28 11:37:02,Online,Application,1
2016-09-28 11:44:15,Staff,Application,1
2016-09-28 11:45:27,Staff,Application,1
2016-09-28 11:48:31,Online,Application,1
2016-09-28 11:57:23,Online,Application,1
2016-09-28 12:10:30,Online,Application,1
2016-09-28 12:10:39,Staff,Application,1
2016-09-28 12:11:12,Staff,Application,1
2016-09-28 12:12:57,Online,Application,1
2016-09-28 12:13:20,Staff,Application,1
2016-09-28 12:22:29,Online,Application,1
2016-09-28 12:30:35,Staff,Application,1
2016-09-28 12:33:51,Staff,Application,1
2016-09-28 12:35:09,Staff,Application,1
2016-09-28 12:42:48,Online,Application,1
2016-09-28 12:54:04,Online,Application,1
2016-09-28 13:26:29,Online,Application,1
2016-09-28 13:36:53,Online,Application,1
2016-09-28 13:41:33,Online,Application,1
2016-09-28 13:48:40,Online,Application,1
2016-09-28 13:51:41,Online,Application,1
2016-09-28 14:19:32,Online,Application,1
2016-09-28 15:04:58,Staff,Application,1
2016-09-28 15:12:17,Staff,Application,1
2016-09-28 15:19:21,Online,Application,1
2016-09-28 15:24:43,Staff,Application,1
2016-09-28 15:34:15,Online,Application,1
2016-09-28 15:38:45,Online,Application,1
2016-09-29 00:00:00,Staff,Renewal,71
2016-09-29 00:40:27,Staff,Application,1
2016-09-29 08:44:59,Staff,Application,1
2016-09-29 08:47:39,Online,Application,1
2016-09-29 08:48:20,Online,Application,1
2016-09-29 08:49:38,Online,Application,1
2016-09-29 08:59:13,Staff,Application,1
2016-09-29 08:59:48,Online,Application,1
2016-09-29 09:21:18,Online,Application,1
2016-09-29 09:37:06,Staff,Application,1
2016-09-29 09:41:05,Online,Application,1
2016-09-29 09:46:37,Online,Application,1
2016-09-29 10:21:27,Online,Application,1
2016-09-29 10:23:47,Staff,Application,1
2016-09-29 10:28:32,Staff,Application,1
2016-09-29 10:46:16,Online,Application,1
2016-09-29 10:59:34,Staff,Application,1
2016-09-29 11:04:19,Online,Application,1
2016-09-29 11:06:06,Online,Application,1
2016-09-29 11:09:39,Online,Application,1
2016-09-29 11:20:31,Staff,Application,1
2016-09-29 11:20:56,Online,Application,1
2016-09-29 11:22:44,Staff,Application,1
2016-09-29 11:26:20,Staff,Application,1
2016-09-29 11:29:53,Online,Application,1
2016-09-29 11:29:58,Staff,Application,1
2016-09-29 11:32:13,Online,Application,1
2016-09-29 11:42:26,Staff,Application,1
2016-09-29 11:47:14,Staff,Application,1
2016-09-29 11:55:46,Online,Application,1
2016-09-29 11:59:10,Staff,Application,1
2016-09-29 12:13:55,Staff,Application,1
2016-09-29 12:24:23,Staff,Application,1
2016-09-29 12:32:47,Online,Application,1
2016-09-29 12:33:32,Online,Application,1
2016-09-29 12:34:55,Online,Application,1
2016-09-29 12:35:48,Online,Application,1
2016-09-29 12:38:06,Online,Application,1
2016-09-29 12:39:44,Staff,Application,1
2016-09-29 12:39:51,Staff,Application,1
2016-09-29 12:45:20,Staff,Application,1
2016-09-29 12:53:35,Staff,Application,1
2016-09-29 13:13:11,Online,Application,1
2016-09-29 13:15:26,Staff,Application,1
2016-09-29 13:21:09,Online,Application,1
2016-09-29 13:23:12,Online,Application,1
2016-09-29 13:40:11,Staff,Application,1
2016-09-29 13:45:53,Online,Application,1
2016-09-29 14:05:38,Online,Application,1
2016-09-29 14:13:55,Staff,Application,1
2016-09-29 14:23:22,Staff,Application,1
2016-09-29 14:24:05,Staff,Application,1
2016-09-29 14:33:38,Staff,Application,1
2016-09-29 14:55:16,Staff,Application,1
2016-09-29 15:03:48,Staff,Application,1
2016-09-29 15:06:17,Staff,Application,1
2016-09-29 15:14:42,Staff,Application,1
2016-09-29 15:17:32,Staff,Application,1
2016-09-29 15:26:52,Staff,Application,1
2016-09-29 15:30:11,Staff,Application,1
2016-09-29 15:48:44,Online,Application,1
2016-09-29 15:54:41,Staff,Application,1
2016-09-29 16:01:25,Staff,Application,1
2016-09-29 16:10:10,Staff,Application,1
2016-09-29 16:29:05,Online,Application,1
2016-09-29 17:44:18,Online,Application,1
2016-09-29 20:00:21,Online,Application,1
2016-09-29 20:27:47,Online,Application,1
2016-09-30 00:00:00,Staff,Renewal,281
2016-09-30 01:50:47,Staff,Application,1
2016-09-30 08:33:51,Staff,Application,1
2016-09-30 08:48:07,Staff,Application,1
2016-09-30 08:55:38,Online,Application,1
2016-09-30 09:09:27,Staff,Application,1
2016-09-30 09:13:29,Staff,Application,1
2016-09-30 09:20:16,Online,Application,1
2016-09-30 09:27:46,Staff,Application,1
2016-09-30 09:42:29,Staff,Application,1
2016-09-30 09:43:17,Staff,Application,1
2016-09-30 09:53:57,Staff,Application,1
2016-09-30 10:53:37,Staff,Application,1
2016-09-30 10:59:07,Online,Application,1
2016-09-30 11:07:18,Staff,Application,1
2016-09-30 11:14:16,Staff,Application,1
2016-09-30 11:31:06,Staff,Application,1
2016-09-30 11:32:53,Online,Application,1
2016-09-30 11:45:51,Online,Application,1
2016-09-30 11:47:37,Staff,Application,1
2016-09-30 11:59:30,Online,Application,1
2016-09-30 12:17:31,Staff,Application,1
2016-09-30 13:26:00,Staff,Application,1
2016-09-30 13:35:21,Staff,Application,1
2016-09-30 14:22:23,Online,Application,1
2016-09-30 14:24:00,Staff,Application,1
2016-09-30 14:42:45,Staff,Application,1
2016-09-30 14:56:18,Staff,Application,1
2016-09-30 15:16:42,Online,Application,1
2016-09-30 15:25:52,Staff,Application,1
2016-09-30 15:40:30,Staff,Application,1
2016-09-30 15:42:08,Staff,Application,1
2016-09-30 15:43:38,Online,Application,1
2016-09-30 15:44:14,Online,Application,1
2016-09-30 16:05:07,Online,Application,1
2016-09-30 16:13:50,Staff,Application,1
2016-09-30 16:16:18,Staff,Application,1
2016-09-30 16:52:36,Online,Application,1
2016-09-30 18:06:41,Staff,Application,1
2016-09-30 18:39:47,Online,Application,1
2016-10-01 00:00:00,Staff,Renewal,74
2016-10-01 01:00:00,Staff,Application,1
2016-10-01 01:00:10,Staff,Application,1
2016-10-01 01:00:58,Staff,Application,1
2016-10-01 01:06:45,Staff,Application,1
2016-10-01 01:09:05,Online,Application,1
2016-10-01 11:46:07,Online,Application,1
2016-10-02 00:00:00,Staff,Renewal,34
2016-10-03 00:00:00,Staff,Renewal,49
2016-10-03 08:13:53,Online,Application,1
2016-10-03 08:31:53,Staff,Application,1
2016-10-03 08:43:51,Staff,Application,1
2016-10-03 08:48:33,Staff,Application,1
2016-10-03 08:59:02,Online,Application,1
2016-10-03 09:08:00,Staff,Application,1
2016-10-03 09:30:10,Online,Application,1
2016-10-03 09:33:17,Staff,Application,1
2016-10-03 09:34:15,Online,Application,1
2016-10-03 09:36:44,Online,Application,1
2016-10-03 09:43:28,Online,Application,1
2016-10-03 09:56:21,Staff,Application,1
2016-10-03 10:05:52,Online,Application,1
2016-10-03 10:22:05,Staff,Application,1
2016-10-03 10:44:32,Staff,Application,1
2016-10-03 10:56:10,Online,Application,1
2016-10-03 10:59:23,Online,Application,1
2016-10-03 11:10:32,Online,Application,1
2016-10-03 11:24:18,Staff,Application,1
2016-10-03 11:53:21,Online,Application,1
2016-10-03 11:55:30,Staff,Application,1
2016-10-03 12:04:55,Online,Application,1
2016-10-03 12:10:34,Online,Application,1
2016-10-03 12:26:42,Online,Application,1
2016-10-03 12:30:03,Staff,Application,1
2016-10-03 12:31:21,Staff,Application,1
2016-10-03 12:31:47,Staff,Application,1
2016-10-03 12:38:01,Online,Application,1
2016-10-03 12:53:48,Staff,Application,1
2016-10-03 12:57:02,Staff,Application,1
2016-10-03 12:59:03,Staff,Application,1
2016-10-03 13:02:55,Staff,Application,1
2016-10-03 13:12:33,Staff,Application,1
2016-10-03 13:20:01,Staff,Application,1
2016-10-03 13:41:30,Staff,Application,1
2016-10-03 13:43:24,Staff,Application,1
2016-10-03 13:58:17,Staff,Application,1
2016-10-03 14:09:32,Staff,Application,1
2016-10-03 14:12:48,Online,Application,1
2016-10-03 14:15:28,Staff,Application,1
2016-10-03 14:15:55,Staff,Application,1
2016-10-03 14:21:46,Staff,Application,1
2016-10-03 14:45:00,Staff,Application,1
2016-10-03 14:48:10,Staff,Application,1
2016-10-03 14:49:22,Staff,Application,1
2016-10-03 14:51:41,Staff,Application,1
2016-10-03 15:01:21,Staff,Application,1
2016-10-03 15:04:05,Staff,Application,1
2016-10-03 15:05:59,Staff,Application,1
2016-10-03 15:08:33,Staff,Application,1
2016-10-03 15:11:07,Staff,Application,1
2016-10-03 15:11:10,Staff,Application,1
2016-10-03 15:13:10,Staff,Application,1
2016-10-03 15:20:33,Staff,Application,1
2016-10-03 15:25:48,Staff,Application,1
2016-10-03 15:27:55,Online,Application,1
2016-10-03 15:29:55,Staff,Application,1
2016-10-03 15:46:51,Staff,Application,1
2016-10-03 15:51:51,Staff,Application,1
2016-10-03 16:21:51,Staff,Application,1
2016-10-03 16:22:10,Staff,Application,1
2016-10-03 16:27:10,Staff,Application,1
2016-10-03 16:29:05,Online,Application,1
2016-10-04 00:00:00,Staff,Renewal,78
2016-10-04 00:40:28,Staff,Application,1
2016-10-04 00:40:39,Online,Application,1
2016-10-04 08:21:39,Online,Application,1
2016-10-04 08:32:50,Staff,Application,1
2016-10-04 08:33:00,Online,Application,1
2016-10-04 08:51:30,Staff,Application,1
2016-10-04 09:03:06,Staff,Application,1
2016-10-04 09:09:34,Online,Application,1
2016-10-04 09:22:19,Staff,Application,1
2016-10-04 09:29:22,Online,Application,1
2016-10-04 09:32:41,Online,Application,1
2016-10-04 09:34:25,Online,Application,1
2016-10-04 09:38:52,Online,Application,1
2016-10-04 09:42:53,Online,Application,1
2016-10-04 09:45:06,Online,Application,1
2016-10-04 09:53:15,Online,Application,1
2016-10-04 09:56:25,Staff,Application,1
2016-10-04 09:59:41,Online,Application,1
2016-10-04 10:03:56,Online,Application,1
2016-10-04 10:05:31,Online,Application,1
2016-10-04 10:07:11,Online,Application,1
2016-10-04 10:09:31,Staff,Application,1
2016-10-04 10:17:52,Staff,Application,1
2016-10-04 10:24:50,Online,Application,1
2016-10-04 10:37:53,Online,Application,1
2016-10-04 10:39:48,Online,Application,1
2016-10-04 11:08:48,Staff,Application,1
2016-10-04 11:20:05,Online,Application,1
2016-10-04 11:25:18,Online,Application,1
2016-10-04 11:28:57,Staff,Application,1
2016-10-04 11:29:27,Online,Application,1
2016-10-04 11:37:10,Staff,Application,1
2016-10-04 11:42:27,Staff,Application,1
2016-10-04 11:46:47,Staff,Application,1
2016-10-04 11:47:25,Online,Application,1
2016-10-04 11:48:00,Staff,Application,1
2016-10-04 11:48:52,Staff,Application,1
2016-10-04 12:04:45,Online,Application,1
2016-10-04 12:07:57,Online,Application,1
2016-10-04 12:10:52,Staff,Application,1
2016-10-04 12:12:27,Staff,Application,1
2016-10-04 12:41:57,Online,Application,1
2016-10-04 12:52:41,Staff,Application,1
2016-10-04 12:53:49,Staff,Application,1
2016-10-04 12:59:40,Staff,Application,1
2016-10-04 13:02:05,Online,Application,1
2016-10-04 13:15:29,Staff,Application,1
2016-10-04 13:25:26,Online,Application,1
2016-10-04 13:30:12,Staff,Application,1
2016-10-04 13:32:06,Staff,Application,1
2016-10-04 13:35:42,Online,Application,1
2016-10-04 13:46:12,Staff,Application,1
2016-10-04 13:48:41,Online,Application,1
2016-10-04 13:55:08,Staff,Application,1
2016-10-04 13:55:18,Online,Application,1
2016-10-04 13:55:37,Online,Application,1
2016-10-04 14:02:42,Online,Application,1
2016-10-04 14:05:40,Online,Application,1
2016-10-04 14:13:48,Online,Application,1
2016-10-04 14:16:17,Online,Application,1
2016-10-04 14:26:39,Online,Application,1
2016-10-04 14:29:31,Staff,Application,1
2016-10-04 14:39:11,Online,Application,1
2016-10-04 14:42:53,Staff,Application,1
2016-10-04 14:43:02,Staff,Application,1
2016-10-04 14:48:42,Staff,Application,1
2016-10-04 14:48:54,Online,Application,1
2016-10-04 14:58:19,Staff,Application,1
2016-10-04 15:12:06,Staff,Application,1
2016-10-04 15:12:52,Staff,Application,1
2016-10-04 15:14:59,Staff,Application,1
2016-10-04 15:15:04,Staff,Application,1
2016-10-04 15:16:01,Online,Application,1
2016-10-04 15:17:24,Online,Application,1
2016-10-04 15:24:45,Staff,Application,1
2016-10-04 15:26:53,Online,Application,1
2016-10-04 15:30:54,Staff,Application,1
2016-10-04 15:31:28,Staff,Application,1
2016-10-04 15:36:51,Online,Application,1
2016-10-04 15:42:39,Staff,Application,1
2016-10-04 15:45:39,Online,Application,1
2016-10-04 15:54:52,Online,Application,1
2016-10-04 16:08:11,Online,Application,1
2016-10-04 16:10:20,Online,Application,1
2016-10-04 16:13:44,Online,Application,1
2016-10-04 16:19:07,Online,Application,1
2016-10-04 16:28:22,Online,Application,1
2016-10-04 16:37:08,Online,Application,1
2016-10-04 20:40:25,Online,Application,1
2016-10-05 00:00:00,Online,Renewal,2
2016-10-05 00:00:00,Staff,Renewal,106
2016-10-05 00:45:31,Staff,Application,1
2016-10-05 00:45:44,Online,Application,1
2016-10-05 00:45:57,Staff,Application,1
2016-10-05 00:46:17,Online,Application,1
2016-10-05 00:46:29,Online,Application,1
2016-10-05 08:22:10,Staff,Application,1
2016-10-05 08:56:48,Staff,Application,1
2016-10-05 09:09:38,Online,Application,1
2016-10-05 09:55:28,Staff,Application,1
2016-10-05 10:11:28,Online,Application,1
2016-10-05 10:16:30,Online,Application,1
2016-10-05 10:23:23,Online,Application,1
2016-10-05 10:26:32,Online,Application,1
2016-10-05 10:36:16,Online,Application,1
2016-10-05 10:38:35,Online,Application,1
2016-10-05 10:54:19,Online,Application,1
2016-10-05 10:54:46,Staff,Application,1
2016-10-05 10:56:33,Online,Application,1
2016-10-05 11:15:55,Online,Application,1
2016-10-05 11:19:06,Staff,Application,1
2016-10-05 11:19:46,Online,Application,1
2016-10-05 11:44:29,Online,Application,1
2016-10-05 11:45:57,Staff,Application,1
2016-10-05 11:53:48,Staff,Application,1
2016-10-05 11:58:54,Staff,Application,1
2016-10-05 12:06:10,Online,Application,1
2016-10-05 12:10:24,Online,Application,1
2016-10-05 12:14:01,Staff,Application,1
2016-10-05 12:33:53,Staff,Application,1
2016-10-05 12:38:18,Online,Application,1
2016-10-05 12:40:19,Online,Application,1
2016-10-05 12:50:11,Staff,Application,1
2016-10-05 12:54:23,Staff,Application,1
2016-10-05 13:02:55,Online,Application,1
2016-10-05 13:05:46,Online,Application,1
2016-10-05 13:24:32,Staff,Application,1
2016-10-05 13:47:53,Online,Application,1
2016-10-05 14:07:16,Staff,Application,1
2016-10-05 14:12:02,Online,Application,1
2016-10-05 14:17:22,Staff,Application,1
2016-10-05 14:18:19,Online,Application,1
2016-10-05 14:33:11,Staff,Application,1
2016-10-05 14:42:26,Online,Application,1
2016-10-05 14:45:06,Staff,Application,1
2016-10-05 14:54:55,Staff,Application,1
2016-10-05 15:15:00,Online,Application,1
2016-10-05 15:20:48,Staff,Application,1
2016-10-05 15:33:13,Online,Application,1
2016-10-05 15:41:48,Online,Application,1
2016-10-05 15:52:38,Staff,Application,1
2016-10-05 15:57:51,Staff,Application,1
2016-10-05 15:59:57,Online,Application,1
2016-10-05 16:02:55,Online,Application,1
2016-10-05 16:07:25,Online,Application,1
2016-10-05 16:30:30,Staff,Application,1
2016-10-05 18:23:27,Online,Application,1
2016-10-05 19:05:56,Online,Application,1
2016-10-05 19:30:02,Online,Application,1
2016-10-05 19:56:36,Online,Application,1
2016-10-05 20:26:41,Online,Application,1
2016-10-05 20:49:40,Online,Application,1
2016-10-06 00:00:00,Online,Renewal,1
2016-10-06 00:00:00,Staff,Renewal,129
2016-10-06 01:21:34,Staff,Application,1
2016-10-06 01:21:42,Staff,Application,1
2016-10-06 01:22:06,Staff,Application,1
2016-10-06 08:42:23,Staff,Application,1
2016-10-06 09:10:43,Online,Application,1
2016-10-06 09:19:28,Online,Application,1
2016-10-06 09:20:11,Staff,Application,1
2016-10-06 09:25:00,Staff,Application,1
2016-10-06 09:35:28,Staff,Application,1
2016-10-06 09:47:53,Staff,Application,1
2016-10-06 09:50:40,Online,Application,1
2016-10-06 10:06:36,Staff,Application,1
2016-10-06 10:18:23,Staff,Application,1
2016-10-06 10:48:31,Online,Application,1
2016-10-06 10:56:07,Online,Application,1
2016-10-06 10:56:42,Staff,Application,1
2016-10-06 11:18:46,Staff,Application,1
2016-10-06 11:24:24,Staff,Application,1
2016-10-06 11:29:42,Online,Application,1
2016-10-06 11:32:04,Online,Application,1
2016-10-06 11:40:20,Online,Application,1
2016-10-06 11:47:12,Online,Application,1
2016-10-06 11:59:12,Online,Application,1
2016-10-06 12:05:52,Online,Application,1
2016-10-06 12:07:42,Staff,Application,1
2016-10-06 12:29:06,Staff,Application,1
2016-10-06 12:32:50,Online,Application,1
2016-10-06 12:37:14,Staff,Application,1
2016-10-06 13:05:30,Online,Application,1
2016-10-06 13:12:07,Staff,Application,1
2016-10-06 13:35:56,Staff,Application,1
2016-10-06 13:36:52,Online,Application,1
2016-10-06 13:55:17,Staff,Application,1
2016-10-06 14:12:02,Online,Application,1
2016-10-06 14:21:30,Online,Application,1
2016-10-06 14:27:48,Online,Application,2
2016-10-06 14:39:26,Staff,Application,1
2016-10-06 14:45:27,Online,Application,1
2016-10-06 14:51:08,Staff,Application,1
2016-10-06 14:54:43,Staff,Application,1
2016-10-06 15:00:27,Online,Application,1
2016-10-06 15:02:02,Staff,Application,1
2016-10-06 15:02:53,Online,Application,1
2016-10-06 15:12:24,Staff,Application,1
2016-10-06 15:12:43,Online,Application,1
2016-10-06 15:18:29,Staff,Application,1
2016-10-06 15:19:23,Online,Application,1
2016-10-06 15:42:39,Staff,Application,1
2016-10-06 15:52:08,Online,Application,1
2016-10-06 16:04:18,Staff,Application,1
2016-10-06 16:08:36,Online,Application,1
2016-10-06 16:11:58,Staff,Application,1
2016-10-06 16:34:05,Online,Application,1
2016-10-06 19:28:18,Online,Application,1
2016-10-06 19:55:32,Online,Application,1
2016-10-07 00:00:00,Staff,Renewal,74
2016-10-07 08:19:37,Online,Application,1
2016-10-07 08:27:56,Staff,Application,1
2016-10-07 08:33:03,Staff,Application,1
2016-10-07 08:47:08,Online,Application,2
2016-10-07 09:20:29,Staff,Application,1
2016-10-07 09:31:45,Online,Application,1
2016-10-07 09:47:28,Staff,Application,1
2016-10-07 10:02:45,Online,Application,1
2016-10-07 10:03:02,Staff,Application,1
2016-10-07 10:23:17,Staff,Application,1
2016-10-07 10:37:49,Online,Application,1
2016-10-07 10:48:54,Staff,Application,1
2016-10-07 10:55:58,Online,Application,1
2016-10-07 10:56:41,Online,Application,1
2016-10-07 11:00:58,Online,Application,1
2016-10-07 11:02:36,Staff,Application,1
2016-10-07 11:03:11,Staff,Application,1
2016-10-07 11:07:35,Staff,Application,1
2016-10-07 11:08:40,Online,Application,1
2016-10-07 11:09:42,Online,Application,1
2016-10-07 11:13:47,Staff,Application,1
2016-10-07 11:14:27,Online,Application,1
2016-10-07 11:15:24,Staff,Application,1
2016-10-07 11:17:45,Online,Application,1
2016-10-07 11:19:02,Staff,Application,1
2016-10-07 11:21:45,Staff,Application,1
2016-10-07 11:26:31,Staff,Application,1
2016-10-07 11:28:05,Staff,Application,1
2016-10-07 11:32:48,Staff,Application,1
2016-10-07 11:38:00,Staff,Application,1
2016-10-07 11:41:10,Online,Application,1
2016-10-07 11:44:33,Staff,Application,1
2016-10-07 11:44:43,Staff,Application,1
2016-10-07 11:46:23,Online,Application,1
2016-10-07 11:52:52,Online,Application,1
2016-10-07 12:11:06,Staff,Application,1
